model;year;price;transmission;mileage;fuelType;tax;mpg;engineSize;brand
 X5;2016;28299;Automatic;40732;Hybrid;0;85.6;2.0;bmw
 2 Series;2019;23113;Semi-Auto;8039;Petrol;145;47.9;2.0;bmw
 4 Series;2020;29485;Semi-Auto;45;Diesel;150;52.3;3.0;bmw
 5 Series;2015;13686;Automatic;77715;Diesel;160;52.3;3.0;bmw
 3 Series;2018;20998;Semi-Auto;14486;Petrol;150;48.7;2.0;bmw
 X1;2019;27980;Semi-Auto;5845;Diesel;145;50.4;2.0;bmw
 X4;2020;60995;Semi-Auto;100;Petrol;145;24.8;3.0;bmw
 1 Series;2015;9700;Manual;48258;Diesel;30;65.7;2.0;bmw
 3 Series;2020;36995;Manual;103;Diesel;145;54.3;2.0;bmw
 3 Series;2018;24990;Semi-Auto;13271;Diesel;150;53.3;3.0;bmw
 2 Series;2017;21862;Semi-Auto;29150;Petrol;200;39.8;3.0;bmw
 X5;2019;52950;Semi-Auto;3309;Petrol;145;27.2;3.0;bmw
 X5;2019;51399;Automatic;9803;Diesel;150;37.7;3.0;bmw
 5 Series;2015;17830;Semi-Auto;33910;Diesel;160;51.4;3.0;bmw
 X4;2016;19250;Automatic;43751;Diesel;145;54.3;2.0;bmw
 2 Series;2015;12690;Manual;29400;Diesel;20;68.9;2.0;bmw
 X5;2014;20995;Automatic;72442;Diesel;200;47.1;3.0;bmw
 1 Series;2016;14000;Manual;24678;Diesel;30;65.7;2.0;bmw
 1 Series;2016;13908;Semi-Auto;13708;Diesel;20;68.9;1.5;bmw
 3 Series;2016;14990;Automatic;63000;Diesel;125;57.6;2.0;bmw
 3 Series;2015;17990;Automatic;27369;Diesel;160;51.4;3.0;bmw
 3 Series;2019;24480;Semi-Auto;298;Diesel;145;53.3;2.0;bmw
 X1;2016;18998;Semi-Auto;30434;Diesel;125;57.6;2.0;bmw
 5 Series;2020;43990;Semi-Auto;10;Petrol;145;39.2;3.0;bmw
 4 Series;2018;22995;Automatic;7200;Petrol;145;48.7;2.0;bmw
 1 Series;2020;29980;Semi-Auto;4362;Diesel;145;48.7;2.0;bmw
 4 Series;2019;29995;Semi-Auto;11;Diesel;145;65.7;2.0;bmw
 5 Series;2014;15495;Semi-Auto;51565;Diesel;160;51.4;2.0;bmw
 X1;2016;19498;Semi-Auto;21249;Diesel;145;55.4;2.0;bmw
 3 Series;2013;11072;Manual;78852;Diesel;30;62.8;2.0;bmw
 X1;2018;20950;Automatic;7000;Diesel;145;60.1;2.0;bmw
 1 Series;2017;17448;Automatic;8000;Petrol;150;54.3;1.5;bmw
 4 Series;2016;19290;Automatic;44675;Diesel;125;58.9;2.0;bmw
 3 Series;2019;25990;Semi-Auto;5714;Diesel;145;52.3;2.0;bmw
 3 Series;2019;25895;Semi-Auto;9754;Diesel;150;52.3;2.0;bmw
 2 Series;2016;14995;Semi-Auto;56010;Diesel;125;57.6;2.0;bmw
 2 Series;2015;18998;Semi-Auto;24859;Petrol;260;37.2;3.0;bmw
 7 Series;2014;13600;Automatic;78094;Diesel;160;50.4;3.0;bmw
 3 Series;2011;3493;Manual;190000;Diesel;20;68.9;2.0;bmw
 Z4;2003;3495;Automatic;70000;Petrol;325;29.7;3.0;bmw
 X1;2017;16888;Automatic;30687;Diesel;30;65.7;2.0;bmw
 X1;2017;22000;Automatic;10048;Diesel;150;60.1;2.0;bmw
 X1;2011;7950;Automatic;70582;Diesel;200;45.6;2.0;bmw
 3 Series;2016;13300;Manual;19655;Petrol;145;48.7;2.0;bmw
 5 Series;2019;30000;Automatic;6000;Diesel;145;60.1;2.0;bmw
 X3;2013;12750;Automatic;71558;Diesel;160;50.4;2.0;bmw
 X3;2020;42990;Semi-Auto;3245;Hybrid;140;5.5;2.0;bmw
 6 Series;2014;17791;Semi-Auto;45012;Diesel;165;49.6;3.0;bmw
 2 Series;2019;22995;Manual;1000;Petrol;145;42.8;1.5;bmw
 2 Series;2016;18498;Semi-Auto;18245;Diesel;145;55.4;2.0;bmw
 M5;2019;69948;Automatic;13000;Petrol;150;24.1;4.4;bmw
 5 Series;2017;23898;Semi-Auto;46954;Diesel;145;60.1;3.0;bmw
 1 Series;2019;22890;Semi-Auto;1581;Diesel;145;74.3;2.0;bmw
 3 Series;2016;15740;Semi-Auto;39900;Diesel;30;62.8;2.0;bmw
 3 Series;2019;29995;Semi-Auto;1798;Petrol;145;42.2;2.0;bmw
 1 Series;2016;13998;Semi-Auto;35441;Diesel;30;65.7;2.0;bmw
 3 Series;2013;9998;Semi-Auto;46121;Diesel;30;62.8;2.0;bmw
 3 Series;2016;19000;Semi-Auto;40500;Diesel;145;53.3;3.0;bmw
 2 Series;2019;21450;Automatic;9181;Hybrid;135;148.7;1.5;bmw
 3 Series;2015;12500;Automatic;47404;Petrol;160;45.6;2.0;bmw
 X5;2009;10890;Automatic;71000;Diesel;330;34.4;3.0;bmw
 1 Series;2016;12760;Manual;27759;Diesel;30;65.7;2.0;bmw
 3 Series;2014;9990;Manual;70643;Diesel;30;62.8;2.0;bmw
 M4;2019;44889;Automatic;299;Petrol;145;32.5;3.0;bmw
 X4;2019;34000;Semi-Auto;8515;Diesel;145;42.8;2.0;bmw
 2 Series;2016;17240;Semi-Auto;25653;Diesel;125;60.1;2.0;bmw
 3 Series;2016;13799;Automatic;47262;Diesel;30;62.8;2.0;bmw
 3 Series;2019;24480;Semi-Auto;14444;Petrol;145;47.9;2.0;bmw
 3 Series;2012;6480;Manual;112000;Diesel;30;61.4;2.0;bmw
 4 Series;2019;26592;Semi-Auto;7038;Diesel;150;52.3;3.0;bmw
 3 Series;2017;20998;Automatic;16678;Diesel;145;56.5;3.0;bmw
 5 Series;2013;12791;Semi-Auto;55642;Diesel;145;55.4;2.0;bmw
 2 Series;2020;25450;Semi-Auto;6;Diesel;145;49.6;2.0;bmw
 3 Series;2016;11400;Automatic;59201;Diesel;20;70.6;2.0;bmw
 2 Series;2019;27995;Semi-Auto;3000;Diesel;145;47.1;2.0;bmw
 3 Series;2013;9295;Manual;55125;Diesel;30;62.8;2.0;bmw
 5 Series;2013;11982;Automatic;60702;Diesel;125;57.6;2.0;bmw
 3 Series;2017;17895;Automatic;17088;Diesel;145;62.8;2.0;bmw
 2 Series;2019;20875;Manual;718;Petrol;150;54.3;1.5;bmw
 1 Series;2012;8990;Automatic;64000;Diesel;165;51.4;2.0;bmw
 3 Series;2019;25595;Semi-Auto;2400;Petrol;150;41.5;3.0;bmw
 3 Series;2020;33995;Automatic;10;Diesel;145;50.4;2.0;bmw
 3 Series;2016;13490;Manual;50000;Diesel;125;58.9;2.0;bmw
 M5;2016;36494;Semi-Auto;25780;Petrol;565;28.5;4.4;bmw
 X1;2019;26950;Semi-Auto;4269;Diesel;145;60.1;2.0;bmw
 X1;2017;16700;Automatic;34666;Diesel;145;65.7;2.0;bmw
 7 Series;2014;21498;Semi-Auto;24528;Petrol;300;32.8;4.4;bmw
 7 Series;2020;54995;Semi-Auto;1501;Diesel;145;42.2;3.0;bmw
 3 Series;2019;29990;Manual;16;Diesel;145;54.3;2.0;bmw
 2 Series;2019;23074;Semi-Auto;28;Petrol;145;50.4;1.5;bmw
 1 Series;2016;15480;Automatic;30900;Petrol;145;47.9;2.0;bmw
 3 Series;2009;6495;Automatic;122144;Petrol;300;34.0;3.0;bmw
 5 Series;2019;27489;Automatic;6499;Hybrid;135;156.9;2.0;bmw
 3 Series;2019;27000;Semi-Auto;4814;Diesel;145;52.3;2.0;bmw
 5 Series;2010;7975;Automatic;70000;Diesel;145;54.3;2.0;bmw
 4 Series;2020;25980;Manual;14;Petrol;145;46.3;2.0;bmw
 1 Series;2017;15600;Automatic;29019;Diesel;145;65.7;2.0;bmw
 5 Series;2019;27980;Semi-Auto;5502;Diesel;150;62.8;2.0;bmw
 X1;2016;15999;Manual;44434;Diesel;125;58.9;2.0;bmw
 4 Series;2019;31995;Manual;110;Diesel;145;55.4;2.0;bmw
 4 Series;2019;31495;Semi-Auto;1133;Diesel;145;65.7;2.0;bmw
 3 Series;2018;19498;Semi-Auto;32723;Petrol;150;48.7;2.0;bmw
 1 Series;2017;15997;Automatic;21285;Diesel;30;65.7;2.0;bmw
 1 Series;2017;16185;Automatic;37834;Diesel;145;67.3;2.0;bmw
 2 Series;2020;23789;Semi-Auto;1500;Petrol;150;50.4;1.5;bmw
 X3;2019;33262;Semi-Auto;6792;Diesel;145;54.3;2.0;bmw
 2 Series;2016;10700;Automatic;36500;Diesel;20;72.4;1.5;bmw
 3 Series;2011;6290;Manual;72082;Diesel;125;60.1;2.0;bmw
 5 Series;2017;23941;Semi-Auto;23095;Diesel;125;60.1;2.0;bmw
 3 Series;2018;19999;Automatic;16882;Diesel;145;62.8;2.0;bmw
 X5;2019;46756;Automatic;6650;Diesel;145;37.7;3.0;bmw
 X1;2019;25450;Semi-Auto;5863;Petrol;145;46.3;1.5;bmw
 X1;2013;8795;Manual;70645;Diesel;165;51.4;2.0;bmw
 1 Series;2015;11721;Manual;40057;Diesel;30;65.7;2.0;bmw
 2 Series;2015;17261;Manual;25637;Petrol;300;34.9;3.0;bmw
 4 Series;2016;18584;Semi-Auto;30158;Diesel;125;60.1;2.0;bmw
 3 Series;2019;24990;Manual;4697;Diesel;145;64.2;2.0;bmw
 1 Series;2016;13995;Semi-Auto;42565;Diesel;30;62.8;2.0;bmw
 1 Series;2015;10695;Automatic;52770;Petrol;145;48.7;1.6;bmw
 X5;2019;52350;Automatic;4158;Petrol;145;27.2;3.0;bmw
 3 Series;2019;25980;Semi-Auto;6382;Petrol;150;42.2;2.0;bmw
 3 Series;2017;19250;Automatic;27323;Diesel;160;51.4;3.0;bmw
 3 Series;2016;17750;Automatic;28000;Diesel;30;64.2;2.0;bmw
 3 Series;2019;27980;Semi-Auto;5023;Petrol;145;45.6;2.0;bmw
 X5;2019;45980;Semi-Auto;9617;Diesel;145;37.7;3.0;bmw
 5 Series;2015;18495;Semi-Auto;36200;Diesel;160;50.4;3.0;bmw
 5 Series;2019;29898;Semi-Auto;2743;Diesel;145;60.1;2.0;bmw
 2 Series;2019;25490;Automatic;3339;Diesel;145;49.6;2.0;bmw
 4 Series;2016;17975;Manual;14000;Petrol;160;46.3;2.0;bmw
 3 Series;2016;15995;Automatic;43000;Diesel;125;60.1;2.0;bmw
 1 Series;2016;12895;Manual;14354;Diesel;0;78.5;1.5;bmw
 3 Series;2020;34875;Semi-Auto;2000;Diesel;145;52.3;2.0;bmw
 1 Series;2019;16695;Manual;4160;Petrol;145;53.3;1.5;bmw
 4 Series;2019;31898;Semi-Auto;4125;Diesel;145;50.4;3.0;bmw
 3 Series;2018;19765;Semi-Auto;24965;Petrol;145;48.7;2.0;bmw
 3 Series;2019;33250;Semi-Auto;8496;Diesel;145;47.9;3.0;bmw
 1 Series;2013;7995;Manual;56000;Diesel;30;64.2;2.0;bmw
 1 Series;2018;22499;Automatic;9193;Petrol;145;32.5;3.0;bmw
 3 Series;2017;14650;Automatic;64218;Diesel;30;64.2;2.0;bmw
 1 Series;2017;21498;Semi-Auto;21200;Petrol;200;39.8;3.0;bmw
 X2;2019;27950;Automatic;7971;Diesel;150;58.9;2.0;bmw
 5 Series;2016;15990;Automatic;53000;Diesel;160;51.4;3.0;bmw
 5 Series;2018;24999;Automatic;24501;Diesel;145;60.1;2.0;bmw
 2 Series;2019;21950;Semi-Auto;9275;Petrol;145;40.9;1.5;bmw
 1 Series;2016;18402;Manual;23139;Petrol;300;35.3;3.0;bmw
 1 Series;2019;25950;Semi-Auto;6581;Diesel;145;67.3;2.0;bmw
 1 Series;2015;8390;Manual;55825;Petrol;150;50.4;1.6;bmw
 3 Series;2016;18656;Semi-Auto;27621;Diesel;145;56.5;3.0;bmw
 1 Series;2016;11000;Manual;44295;Diesel;20;68.9;2.0;bmw
 X3;2016;20500;Semi-Auto;37000;Diesel;145;54.3;2.0;bmw
 1 Series;2019;15989;Automatic;11153;Petrol;145;55.5;1.5;bmw
 1 Series;2012;6750;Manual;60000;Diesel;125;58.9;2.0;bmw
 2 Series;2019;24490;Semi-Auto;9531;Diesel;150;64.2;2.0;bmw
 3 Series;2016;17940;Automatic;28136;Diesel;145;53.3;3.0;bmw
 1 Series;2019;22500;Manual;2252;Petrol;145;41.5;1.5;bmw
 3 Series;2019;23298;Semi-Auto;10785;Diesel;150;54.3;2.0;bmw
 1 Series;2019;20330;Semi-Auto;9200;Diesel;145;67.3;2.0;bmw
 X1;2016;16150;Semi-Auto;36956;Diesel;30;65.7;2.0;bmw
 7 Series;2016;25750;Semi-Auto;34820;Diesel;145;54.3;3.0;bmw
 X3;2019;31190;Semi-Auto;14594;Petrol;145;30.4;2.0;bmw
 X1;2016;17000;Manual;41377;Diesel;125;58.9;2.0;bmw
 M5;2014;23490;Automatic;55241;Petrol;555;28.5;4.4;bmw
 3 Series;2019;34995;Semi-Auto;4255;Diesel;145;49.6;2.0;bmw
 3 Series;2020;26490;Semi-Auto;14;Diesel;150;60.1;2.0;bmw
 X5;2015;19991;Automatic;62839;Diesel;200;47.9;3.0;bmw
 X1;2019;24550;Manual;3228;Petrol;145;51.4;1.5;bmw
 1 Series;2020;29950;Semi-Auto;3422;Diesel;150;48.7;2.0;bmw
 1 Series;2016;11200;Manual;17863;Diesel;0;83.1;1.5;bmw
 4 Series;2019;21998;Semi-Auto;15856;Diesel;145;65.7;2.0;bmw
 5 Series;2019;35810;Automatic;123;Petrol;145;48.7;2.0;bmw
 3 Series;2015;14450;Automatic;47288;Diesel;30;62.8;2.0;bmw
 4 Series;2019;25490;Semi-Auto;8794;Diesel;145;60.1;2.0;bmw
 X2;2019;28988;Automatic;9401;Diesel;145;58.9;2.0;bmw
 5 Series;2018;31490;Semi-Auto;11798;Petrol;150;39.2;3.0;bmw
 5 Series;2013;6990;Automatic;108000;Diesel;125;57.6;2.0;bmw
 M3;2013;19699;Automatic;58125;Petrol;570;25.2;4.0;bmw
 X5;2019;43706;Automatic;8204;Diesel;145;37.7;3.0;bmw
 3 Series;2017;19490;Semi-Auto;41816;Diesel;145;64.2;2.0;bmw
 5 Series;2019;25101;Semi-Auto;24143;Diesel;150;65.7;2.0;bmw
 3 Series;2017;16500;Semi-Auto;38620;Diesel;150;64.2;2.0;bmw
 X2;2019;28226;Automatic;123;Diesel;145;47.9;2.0;bmw
 1 Series;2017;15950;Manual;13261;Diesel;150;70.6;1.5;bmw
 3 Series;2016;15500;Manual;27796;Petrol;205;43.5;2.0;bmw
 X3;2020;35875;Semi-Auto;2000;Diesel;145;54.3;2.0;bmw
 3 Series;2019;27480;Semi-Auto;6113;Petrol;145;42.2;2.0;bmw
 3 Series;2017;15899;Automatic;33642;Diesel;30;64.2;2.0;bmw
 X3;2016;20991;Semi-Auto;28737;Diesel;150;54.3;2.0;bmw
 1 Series;2013;7475;Manual;65000;Petrol;150;49.6;1.6;bmw
 8 Series;2019;53980;Semi-Auto;2395;Petrol;145;33.2;3.0;bmw
 3 Series;2016;16200;Semi-Auto;17252;Diesel;30;62.8;2.0;bmw
 4 Series;2017;19498;Semi-Auto;28912;Diesel;145;65.7;2.0;bmw
 4 Series;2016;17999;Manual;11834;Diesel;125;57.6;2.0;bmw
 3 Series;2020;32790;Semi-Auto;5656;Diesel;145;47.9;3.0;bmw
 1 Series;2015;10990;Manual;42000;Diesel;125;57.6;2.0;bmw
 3 Series;2019;24450;Manual;2912;Diesel;145;64.2;2.0;bmw
 5 Series;2020;36850;Semi-Auto;13;Hybrid;145;44.8;2.0;bmw
 X4;2020;43898;Semi-Auto;2679;Petrol;145;26.9;3.0;bmw
 3 Series;2016;14230;Manual;57736;Petrol;145;47.9;2.0;bmw
 2 Series;2018;23024;Semi-Auto;9579;Diesel;145;64.2;2.0;bmw
 1 Series;2019;21875;Manual;13252;Petrol;145;41.5;1.5;bmw
 X5;2018;30999;Automatic;31016;Diesel;145;47.1;3.0;bmw
 5 Series;2016;15797;Automatic;33689;Diesel;30;62.8;2.0;bmw
 4 Series;2015;15780;Manual;33636;Diesel;145;55.4;2.0;bmw
 X4;2019;40775;Semi-Auto;5450;Petrol;145;26.9;3.0;bmw
 1 Series;2016;12000;Manual;30445;Petrol;125;53.3;1.5;bmw
 1 Series;2017;13399;Automatic;72814;Petrol;125;54.3;1.5;bmw
 3 Series;2013;10490;Automatic;95000;Diesel;125;58.9;2.0;bmw
 1 Series;2014;15965;Manual;30000;Petrol;305;35.3;3.0;bmw
 3 Series;2019;32990;Semi-Auto;4758;Diesel;145;49.6;2.0;bmw
 1 Series;2016;11500;Manual;27848;Petrol;125;53.3;1.5;bmw
 X1;2015;10795;Manual;22580;Diesel;125;57.6;2.0;bmw
 X3;2019;38900;Semi-Auto;3302;Diesel;145;48.7;3.0;bmw
 3 Series;2019;29950;Semi-Auto;104;Diesel;145;52.3;2.0;bmw
 X1;2017;25990;Manual;10;Diesel;20;68.9;2.0;bmw
 2 Series;2019;21980;Semi-Auto;7594;Diesel;150;51.4;2.0;bmw
 4 Series;2019;33890;Semi-Auto;10;Diesel;145;51.4;3.0;bmw
 1 Series;2016;12498;Manual;22103;Diesel;20;72.4;1.5;bmw
 X1;2019;24950;Automatic;9564;Diesel;145;60.1;2.0;bmw
 3 Series;2016;16600;Automatic;23114;Diesel;145;53.3;3.0;bmw
 2 Series;2019;21450;Automatic;8085;Hybrid;135;148.7;1.5;bmw
 1 Series;2015;8869;Manual;62574;Diesel;0;83.1;1.5;bmw
 X5;2019;51950;Semi-Auto;101;Diesel;145;37.7;3.0;bmw
 3 Series;2019;26260;Semi-Auto;14612;Petrol;145;41.5;3.0;bmw
 3 Series;2018;18989;Automatic;23850;Diesel;145;60.1;2.0;bmw
 X4;2015;21437;Automatic;33289;Diesel;200;47.9;3.0;bmw
 3 Series;2013;10295;Automatic;31850;Petrol;145;47.9;1.6;bmw
 X7;2019;76970;Semi-Auto;10;Diesel;145;31.4;3.0;bmw
 3 Series;2017;21990;Automatic;24000;Diesel;145;49.6;3.0;bmw
 X5;2018;51999;Semi-Auto;15633;Petrol;145;25.4;4.4;bmw
 5 Series;2014;11900;Automatic;46042;Diesel;20;68.9;2.0;bmw
 3 Series;2016;15998;Semi-Auto;67915;Diesel;160;51.4;3.0;bmw
 4 Series;2017;19500;Automatic;32632;Diesel;125;58.9;2.0;bmw
 M4;2019;40950;Semi-Auto;19322;Petrol;150;34.0;3.0;bmw
 5 Series;2017;24298;Semi-Auto;13863;Diesel;145;60.1;2.0;bmw
 1 Series;2016;11200;Manual;54008;Diesel;30;62.8;2.0;bmw
 3 Series;2018;17490;Manual;12311;Diesel;150;62.8;2.0;bmw
 3 Series;2019;27999;Semi-Auto;7035;Diesel;145;48.7;2.0;bmw
 3 Series;2015;14990;Automatic;26000;Diesel;30;64.2;2.0;bmw
 2 Series;2017;15999;Automatic;63039;Hybrid;0;135.5;1.5;bmw
 4 Series;2018;21850;Semi-Auto;29101;Diesel;145;65.7;2.0;bmw
 5 Series;2015;13990;Automatic;25000;Diesel;20;68.9;2.0;bmw
 M5;2012;23995;Automatic;51000;Petrol;555;28.5;4.4;bmw
 X1;2016;17990;Semi-Auto;26656;Diesel;125;57.6;2.0;bmw
 3 Series;2020;53260;Semi-Auto;347;Petrol;145;33.6;3.0;bmw
 X3;2016;18850;Automatic;56782;Diesel;145;54.3;2.0;bmw
 1 Series;2017;13700;Manual;14232;Petrol;125;53.3;1.5;bmw
 1 Series;2013;7990;Manual;46057;Diesel;20;68.9;2.0;bmw
 M3;2018;36995;Semi-Auto;28347;Petrol;150;34.0;3.0;bmw
 2 Series;2017;14000;Automatic;17740;Diesel;150;68.9;2.0;bmw
 X5;2019;51980;Semi-Auto;4484;Diesel;150;33.6;3.0;bmw
 X2;2018;22111;Semi-Auto;16708;Petrol;150;38.7;2.0;bmw
 3 Series;2016;10600;Automatic;83465;Petrol;125;51.4;2.0;bmw
 X1;2016;19000;Automatic;13044;Diesel;125;57.6;2.0;bmw
 X1;2017;18698;Semi-Auto;41384;Diesel;145;55.4;2.0;bmw
 4 Series;2017;20000;Automatic;14282;Petrol;145;48.7;2.0;bmw
 2 Series;2019;20450;Semi-Auto;7404;Petrol;145;53.3;1.5;bmw
 X5;2019;46950;Semi-Auto;8105;Diesel;145;37.7;3.0;bmw
 1 Series;2019;18498;Semi-Auto;11234;Diesel;145;68.9;2.0;bmw
 1 Series;2014;8290;Manual;65106;Petrol;145;50.4;1.6;bmw
 1 Series;2016;19875;Automatic;31800;Petrol;235;37.7;3.0;bmw
 4 Series;2017;18950;Automatic;30145;Diesel;145;58.9;2.0;bmw
 4 Series;2019;28970;Semi-Auto;11075;Diesel;145;50.4;3.0;bmw
 4 Series;2016;15699;Manual;41993;Diesel;30;62.8;2.0;bmw
 3 Series;2015;15450;Automatic;73000;Diesel;145;56.5;3.0;bmw
 5 Series;2017;29250;Automatic;32000;Diesel;150;53.3;3.0;bmw
 X3;2019;31436;Automatic;6172;Diesel;145;54.3;2.0;bmw
 3 Series;2015;14998;Semi-Auto;81455;Diesel;200;49.6;3.0;bmw
 3 Series;2019;25940;Semi-Auto;8646;Diesel;150;53.3;2.0;bmw
 X3;2019;34980;Semi-Auto;2311;Diesel;145;54.3;2.0;bmw
 3 Series;2019;24450;Manual;3378;Diesel;145;64.2;2.0;bmw
 X5;2017;32990;Automatic;39593;Diesel;200;47.1;3.0;bmw
 1 Series;2018;15899;Manual;25791;Petrol;145;52.3;1.5;bmw
 4 Series;2018;21500;Semi-Auto;768;Diesel;145;65.7;2.0;bmw
 4 Series;2016;19881;Semi-Auto;21972;Diesel;30;65.7;2.0;bmw
 X4;2020;48993;Semi-Auto;500;Petrol;145;26.9;3.0;bmw
 3 Series;2014;14894;Semi-Auto;36771;Diesel;125;57.6;3.0;bmw
 4 Series;2015;19898;Semi-Auto;21803;Diesel;165;49.6;3.0;bmw
 2 Series;2019;27990;Semi-Auto;3736;Diesel;145;48.7;2.0;bmw
 X4;2019;33998;Semi-Auto;9064;Diesel;150;42.8;2.0;bmw
 6 Series;2017;20500;Automatic;27828;Diesel;200;49.6;3.0;bmw
 4 Series;2020;30000;Semi-Auto;10;Diesel;145;60.1;2.0;bmw
 1 Series;2016;19798;Semi-Auto;24485;Petrol;200;39.8;3.0;bmw
 2 Series;2019;18350;Manual;16606;Petrol;150;52.3;1.5;bmw
 1 Series;2019;15199;Manual;10514;Petrol;145;53.3;1.5;bmw
 5 Series;2016;31990;Automatic;37000;Petrol;555;28.5;4.4;bmw
 5 Series;2017;24171;Semi-Auto;10131;Diesel;125;60.1;2.0;bmw
 3 Series;2017;15998;Semi-Auto;15931;Petrol;125;51.4;2.0;bmw
 X2;2019;27000;Automatic;49;Diesel;145;50.4;2.0;bmw
 i3;2017;23751;Automatic;28169;Hybrid;0;470.8;0.0;bmw
 X1;2015;17990;Semi-Auto;10258;Diesel;30;65.7;2.0;bmw
 X5;2011;10500;Automatic;87984;Diesel;305;38.2;3.0;bmw
 5 Series;2019;27500;Semi-Auto;7095;Petrol;150;50.4;2.0;bmw
 X3;2019;56000;Automatic;3771;Petrol;145;24.8;3.0;bmw
 i3;2017;21500;Automatic;10900;Hybrid;140;470.8;0.0;bmw
 6 Series;2020;36550;Automatic;101;Petrol;145;42.8;2.0;bmw
 4 Series;2016;17870;Semi-Auto;13298;Petrol;200;42.8;2.0;bmw
 1 Series;2020;27445;Automatic;2047;Diesel;145;51.4;2.0;bmw
 2 Series;2019;21980;Manual;8494;Diesel;145;64.2;2.0;bmw
 2 Series;2016;12699;Manual;13267;Petrol;125;52.3;1.5;bmw
 3 Series;2016;22500;Semi-Auto;24079;Diesel;205;49.6;3.0;bmw
 7 Series;2019;52900;Semi-Auto;2919;Diesel;145;41.5;3.0;bmw
 1 Series;2016;10990;Manual;51000;Diesel;20;68.9;2.0;bmw
 X3;2019;31683;Semi-Auto;8524;Petrol;145;30.4;2.0;bmw
 3 Series;2013;7999;Manual;86000;Diesel;125;57.6;2.0;bmw
 3 Series;2019;24995;Semi-Auto;7130;Petrol;150;47.9;2.0;bmw
 X5;2015;27844;Automatic;44087;Diesel;200;47.1;3.0;bmw
 X2;2019;27982;Semi-Auto;4264;Petrol;145;39.2;2.0;bmw
 3 Series;2016;19400;Semi-Auto;19060;Diesel;145;53.3;3.0;bmw
 3 Series;2019;32420;Semi-Auto;103;Diesel;145;52.3;2.0;bmw
 X5;2016;26520;Automatic;59000;Diesel;200;47.1;3.0;bmw
 3 Series;2013;11599;Manual;54374;Diesel;125;57.6;2.0;bmw
 3 Series;2019;26450;Manual;3055;Diesel;145;54.3;2.0;bmw
 5 Series;2016;18990;Semi-Auto;19418;Petrol;145;47.1;2.0;bmw
 X2;2019;38350;Automatic;99;Diesel;145;58.9;2.0;bmw
 2 Series;2019;23250;Semi-Auto;4627;Diesel;145;48.7;2.0;bmw
 X4;2019;42995;Automatic;5980;Diesel;145;37.2;3.0;bmw
 X5;2017;34990;Automatic;27044;Diesel;145;47.1;3.0;bmw
 3 Series;2020;30990;Semi-Auto;3656;Diesel;150;50.4;2.0;bmw
 X4;2018;27800;Automatic;17878;Diesel;145;54.3;2.0;bmw
 X1;2019;24480;Manual;2425;Petrol;145;51.4;1.5;bmw
 5 Series;2017;28980;Semi-Auto;26478;Petrol;145;39.2;3.0;bmw
 3 Series;2019;33950;Semi-Auto;5039;Diesel;150;52.3;2.0;bmw
 3 Series;2013;9985;Manual;75561;Diesel;20;68.9;2.0;bmw
 4 Series;2015;16991;Semi-Auto;35300;Diesel;125;58.9;2.0;bmw
 4 Series;2018;21980;Semi-Auto;10146;Diesel;145;65.7;2.0;bmw
 3 Series;2013;8999;Manual;58223;Diesel;20;68.9;2.0;bmw
 3 Series;2016;12300;Manual;32759;Diesel;20;72.4;2.0;bmw
 3 Series;2019;25950;Semi-Auto;2344;Diesel;145;62.8;2.0;bmw
 X4;2015;26332;Semi-Auto;8732;Diesel;205;47.9;3.0;bmw
 2 Series;2019;21975;Manual;3513;Petrol;145;52.3;1.5;bmw
 2 Series;2016;17299;Automatic;27519;Petrol;160;44.1;2.0;bmw
 M5;2019;62980;Semi-Auto;3256;Petrol;145;26.9;4.4;bmw
 2 Series;2016;12000;Automatic;30857;Diesel;20;68.9;2.0;bmw
 3 Series;2017;15900;Automatic;68875;Other;140;134.5;2.0;bmw
 5 Series;2015;9500;Manual;91498;Diesel;125;61.4;2.0;bmw
 1 Series;2019;28488;Automatic;6744;Petrol;145;40.4;1.5;bmw
 2 Series;2019;20480;Automatic;8719;Diesel;145;52.3;2.0;bmw
 2 Series;2015;10498;Manual;27221;Diesel;0;74.3;1.5;bmw
 3 Series;2010;6490;Automatic;81000;Diesel;145;53.3;2.0;bmw
 3 Series;2015;14800;Manual;25481;Diesel;30;64.2;2.0;bmw
 5 Series;2014;11295;Automatic;96850;Diesel;160;51.4;2.0;bmw
 1 Series;2020;27840;Semi-Auto;150;Diesel;145;51.4;2.0;bmw
 i8;2019;64750;Automatic;2799;Hybrid;135;141.2;1.5;bmw
 2 Series;2018;16798;Manual;14534;Diesel;145;57.7;1.5;bmw
 X3;2015;14999;Automatic;85938;Diesel;145;54.3;2.0;bmw
 2 Series;2018;22998;Semi-Auto;27542;Petrol;145;39.8;3.0;bmw
 1 Series;2015;13490;Automatic;45000;Diesel;125;60.1;2.0;bmw
 2 Series;2017;15499;Automatic;17931;Diesel;30;67.3;2.0;bmw
 1 Series;2016;8700;Manual;54987;Diesel;0;83.1;1.5;bmw
 5 Series;2019;32000;Semi-Auto;8827;Hybrid;135;156.9;2.0;bmw
 7 Series;2012;12500;Automatic;66294;Diesel;160;50.4;3.0;bmw
 2 Series;2017;15887;Automatic;46827;Hybrid;135;141.2;1.5;bmw
 X2;2019;23633;Manual;8100;Diesel;145;53.3;2.0;bmw
